datetime,quantity,temp,feels_like,pressure,humidity,wind_speed,wind_deg,rain,snow,clouds,is_public_holiday,is_school_holiday,is_holiday_period
2019-01-02 22:00:00,10863,4.5,1.27,1039,78,2,330,0,0,48,0,1,1
2019-01-02 23:00:00,10326,4.34,1.08,1039,78,2,330,0,0,51,0,1,1
2019-01-03 00:00:00,9767,4.22,1,1039,80,2,330,0,0,71,0,1,1
2019-01-03 01:00:00,9415,4.19,0.96,1040,80,2,320,0,0,71,0,1,1
2019-01-03 02:00:00,9050,4.17,0.99,1040,82,2,300,0,0,53,0,1,1
2019-01-03 03:00:00,9063,4.01,0.78,1040,81,2,330,0,0,73,0,1,1
2019-01-03 04:00:00,9268,3.94,1.43,1040,82,1,300,0,0,93,0,1,1
2019-01-03 05:00:00,9937,3.79,1.31,1039,84,1,260,0,0,99,0,1,1
2019-01-03 06:00:00,10543,3.66,0.51,1039,86,2,310,0,0,97,0,1,1
2019-01-03 07:00:00,11391,3.52,0.35,1040,86,2,320,0,0,99,0,1,1
2019-01-03 08:00:00,11665,3.52,0.32,1040,85,2,320,0,0,93,0,1,1
2019-01-03 09:00:00,11850,3.69,0.55,1040,86,2,310,0,0,81,0,1,1
2019-01-03 10:00:00,12066,4.25,1.2,1041,86,2,310,0,0,73,0,1,1
2019-01-03 11:00:00,12132,4.89,1.89,1040,84,2,320,0,0,62,0,1,1
2019-01-03 12:00:00,11932,5.37,2.36,1040,81,2,310,0,0,67,0,1,1
2019-01-03 13:00:00,11780,5.56,1.85,1040,80,3,330,0,0,53,0,1,1
2019-01-03 14:00:00,11758,5.4,2.37,1040,80,2,330,0,0,67,0,1,1
2019-01-03 15:00:00,11803,5.2,1.37,1040,78,3,330,0,0,85,0,1,1
2019-01-03 16:00:00,12185,4.74,0.84,1040,78,3,350,0,0,78,0,1,1
2019-01-03 17:00:00,12451,4.34,1.11,1040,79,2,320,0,0,73,0,1,1
2019-01-03 18:00:00,12168,4.3,0.42,1040,81,3,340,0,0,99,0,1,1
2019-01-03 19:00:00,11645,3.88,0.69,1040,83,2,330,0,0,95,0,1,1
2019-01-03 20:00:00,10986,3.13,-0.1,1040,86,2,320,0,0,53,0,1,1
2019-01-03 21:00:00,10835,2.02,-1.33,1040,88,2,350,0,0,39,0,1,1
2019-01-03 22:00:00,11139,2.21,-0.39,1040,89,1,360,0,0,62,0,1,1
2019-01-03 23:00:00,10605,2.19,-0.36,1040,91,1,310,0,0,100,0,1,1
2019-01-04 00:00:00,10168,2.37,-0.86,1040,91,2,270,0,0,97,0,1,1
2019-01-04 01:00:00,9737,2.55,0.08,1040,92,1,270,0,0,83,0,1,1
2019-01-04 02:00:00,9483,2.65,0.19,1040,92,1,240,0,0,93,0,1,1
2019-01-04 03:00:00,9395,2.79,0.4,1040,94,1,270,0,0,100,0,1,1
2019-01-04 04:00:00,9597,2.92,0.58,1040,95,1,240,0,0,100,0,1,1
2019-01-04 05:00:00,10289,3.09,0.78,1040,95,1,280,0,0,100,0,1,1
2019-01-04 06:00:00,10831,3.27,0.99,1039,95,1,270,0,0,100,0,1,1
2019-01-04 07:00:00,11550,3.46,0.56,1040,97,2,280,0,0,100,0,1,1
2019-01-04 08:00:00,11956,3.55,0.7,1040,98,2,320,0,0,100,0,1,1
2019-01-04 09:00:00,12073,3.8,0.99,1040,98,2,290,0,0,100,0,1,1
2019-01-04 10:00:00,12182,4.22,0.68,1040,94,3,310,0,0,99,0,1,1
2019-01-04 11:00:00,12325,4.48,-0.1,1039,80,4,300,0,0,100,0,1,1
2019-01-04 12:00:00,12127,4.26,-1.19,1039,75,5,300,0,0,100,0,1,1
2019-01-04 13:00:00,12154,3.95,-0.71,1038,80,4,300,0,0,100,0,1,1
2019-01-04 14:00:00,11982,3.59,-1.18,1038,78,4,290,0,0,100,0,1,1
2019-01-04 15:00:00,12026,3.38,-1.47,1038,76,4,300,0,0,100,0,1,1
2019-01-04 16:00:00,12415,3.01,-1.14,1038,78,3,300,0,0,100,0,1,1
2019-01-04 17:00:00,12570,3.02,-1.1,1037,79,3,270,0,0,99,0,1,1
2019-01-04 18:00:00,12117,3.1,-0.94,1037,82,3,250,0,0,100,0,1,1
2019-01-04 19:00:00,11419,3.28,-0.65,1037,85,3,260,0,0,100,0,1,1
2019-01-04 20:00:00,10779,3.35,-1.25,1037,86,4,260,0,0,100,0,1,1
2019-01-04 21:00:00,10636,3.68,-0.14,1036,87,3,270,0,0,100,0,1,1
2019-01-04 22:00:00,10845,3.81,0.76,1036,89,2,260,0,0,100,0,1,1
2019-01-04 23:00:00,10368,4.05,-0.27,1036,92,4,280,0,0,99,0,1,1
2019-01-05 00:00:00,9896,4.17,0.62,1036,94,3,260,0,0,99,0,1,1
2019-01-05 01:00:00,9529,4.34,1.58,1035,96,2,260,0,0,97,0,1,1
2019-01-05 02:00:00,9189,4.75,2.09,1035,97,2,270,0,0,96,0,1,1
2019-01-05 03:00:00,9040,4.93,1.69,1035,100,3,290,0,0,97,0,1,1
2019-01-05 04:00:00,8945,5.06,2.55,1034,100,2,280,0,0,87,0,1,1
2019-01-05 05:00:00,8952,5.44,2.3,1034,100,3,280,0,0,79,0,1,1
2019-01-05 06:00:00,9136,5.53,2.41,1034,100,3,290,0,0,85,0,1,1
2019-01-05 07:00:00,9448,5.86,2.11,1034,100,4,300,0,0,88,0,1,1
2019-01-05 08:00:00,10158,5.91,2.17,1034,100,4,330,0,0,92,0,1,1
2019-01-05 09:00:00,10672,6.06,2.35,1034,100,4,310,0,0,96,0,1,1
2019-01-05 10:00:00,11065,6.12,3.13,1034,100,3,320,0,0,100,0,1,1
2019-01-05 11:00:00,11204,6.07,2.37,1034,100,4,300,0,0,92,0,1,1
2019-01-05 12:00:00,11149,6.05,3.04,1034,100,3,320,0,0,92,0,1,1
2019-01-05 13:00:00,10972,5.99,2.24,1034,99,4,310,0,0,87,0,1,1
2019-01-05 14:00:00,10710,5.84,2.06,1034,99,4,310,0.11,0,100,0,1,1
2019-01-05 15:00:00,10739,5.69,2.58,1034,99,3,300,0.13,0,92,0,1,1
2019-01-05 16:00:00,11086,5.48,2.35,1034,100,3,290,0,0,86,0,1,1
2019-01-05 17:00:00,11346,5.23,2.05,1034,100,3,300,0,0,99,0,1,1
2019-01-05 18:00:00,11085,5.14,1.94,1035,100,3,280,0,0,96,0,1,1
2019-01-05 19:00:00,10563,4.98,1.75,1034,100,3,280,0.16,0,98,0,1,1
2019-01-05 20:00:00,10138,4.82,0.86,1034,100,4,280,0,0,98,0,1,1
2019-01-05 21:00:00,9965,4.68,1.39,1034,100,3,290,0,0,94,0,1,1
2019-01-05 22:00:00,10188,4.47,1.14,1035,100,3,290,0,0,93,0,1,1
2019-01-05 23:00:00,9899,4.28,0.91,1034,100,3,290,0,0,98,0,1,1
2019-01-06 00:00:00,9427,3.99,-0.16,1034,99,4,290,0,0,97,0,1,1
2019-01-06 01:00:00,9153,3.73,0.21,1034,98,3,280,0,0,92,0,1,1
2019-01-06 02:00:00,8807,3.58,-0.02,1034,96,3,270,0,0,93,0,1,1
2019-01-06 03:00:00,8609,3.62,0.7,1034,95,2,270,0,0,92,0,1,1
2019-01-06 04:00:00,8589,3.63,0.71,1034,95,2,260,0,0,89,0,1,1
2019-01-06 05:00:00,8782,3.73,0.8,1034,94,2,260,0,0,88,0,1,1
2019-01-06 06:00:00,8812,3.83,0.92,1033,94,2,260,0,0,87,0,1,1
2019-01-06 07:00:00,9191,4.03,1.13,1034,93,2,250,0,0,92,0,1,1
2019-01-06 08:00:00,9613,4.13,1.95,1034,93,1,240,0,0,92,0,1,1
2019-01-06 09:00:00,10362,4.5,1.68,1034,93,2,240,0,0,95,0,1,1
2019-01-06 10:00:00,10627,4.79,2.7,1035,92,1,250,0,0,91,0,1,1
2019-01-06 11:00:00,10959,4.99,2.15,1035,89,2,270,0,0,92,0,1,1
2019-01-06 12:00:00,10915,5.45,2.57,1034,85,2,300,0,0,90,0,1,1
2019-01-06 13:00:00,10678,5.51,2.61,1034,84,2,250,0,0,92,0,1,1
2019-01-06 14:00:00,10583,5.25,2.37,1034,86,2,240,0,0,98,0,1,1
2019-01-06 15:00:00,10467,5.15,2.22,1034,85,2,240,0,0,97,0,1,1
2019-01-06 16:00:00,10766,4.98,2.78,1035,87,1,230,0,0,99,0,1,1
2019-01-06 17:00:00,11173,4.87,2.71,1035,89,1,220,0,0,98,0,1,1
2019-01-06 18:00:00,11061,4.83,2.72,1035,91,1,250,0,0,91,0,1,1
2019-01-06 19:00:00,10848,4.87,2.79,1035,92,1,220,0,0,76,0,1,1
2019-01-06 20:00:00,10464,4.81,2.75,1035,93,1,240,0,0,77,0,1,1
2019-01-06 21:00:00,10102,4.71,2.63,1035,93,1,230,0,0,79,0,1,1
2019-01-06 22:00:00,10281,4.76,2.72,1035,94,1,240,0,0,67,0,1,1
2019-01-06 23:00:00,9760,4.64,2.58,1035,94,1,230,0,0,91,0,1,1
2019-01-07 00:00:00,9414,4.58,2.5,1035,94,1,220,0,0,73,0,0,0
2019-01-07 01:00:00,9129,4.57,2.47,1035,93,1,250,0,0,76,0,0,0
2019-01-07 02:00:00,8874,4.24,2.13,1035,95,1,250,0,0,74,0,0,0
2019-01-07 03:00:00,8864,3.6,1.38,1035,95,1,230,0,0,58,0,0,0
2019-01-07 04:00:00,9329,3.46,0.56,1035,97,2,230,0,0,51,0,0,0
2019-01-07 05:00:00,10236,3.78,1.02,1034,100,2,230,0,0,53,0,0,0
2019-01-07 06:00:00,11532,4.28,1.61,1034,100,2,240,0,0,74,0,0,0
2019-01-07 07:00:00,12334,4.66,2.07,1034,100,2,250,0,0,94,0,0,0
2019-01-07 08:00:00,12293,5.14,3.34,1034,100,1,230,0,0,100,0,0,0
2019-01-07 09:00:00,12419,5.83,3.48,1034,100,2,230,0,0,100,0,0,0
2019-01-07 10:00:00,12396,6.32,4.07,1033,100,2,240,0,0,100,0,0,0
2019-01-07 11:00:00,12384,6.95,4.84,1033,100,2,230,0,0,100,0,0,0
2019-01-07 12:00:00,12299,7.4,5.39,1032,100,2,230,0,0,100,0,0,0
2019-01-07 13:00:00,12182,7.66,5.01,1031,100,3,240,0,0,100,0,0,0
2019-01-07 14:00:00,11975,7.92,5.34,1031,100,3,230,0,0,98,0,0,0
2019-01-07 15:00:00,11957,8.07,4.12,1030,100,5,220,0,0,100,0,0,0
2019-01-07 16:00:00,12351,8.11,4.14,1029,99,5,230,0,0,100,0,0,0
2019-01-07 17:00:00,12723,8.08,4.66,1028,95,4,240,0,0,100,0,0,0
2019-01-07 18:00:00,12235,8.11,3.89,1027,92,5,230,0.23,0,100,0,0,0
2019-01-07 19:00:00,11601,7.95,4.46,1027,94,4,230,0.11,0,100,0,0,0
2019-01-07 20:00:00,10936,8.19,4.86,1026,97,4,240,0,0,100,0,0,0
2019-01-07 21:00:00,10672,8.36,4.41,1025,98,5,240,0.13,0,100,0,0,0
2019-01-07 22:00:00,10746,8.51,5.37,1024,100,4,240,0,0,100,0,0,0
2019-01-07 23:00:00,10157,8.9,5.16,1023,100,5,250,0,0,100,0,0,0
2019-01-08 00:00:00,9514,9.13,4.75,1022,100,6,270,0.16,0,100,0,0,0
2019-01-08 01:00:00,9186,8.99,5.16,1022,97,5,280,0.5,0,96,0,0,0
2019-01-08 02:00:00,8980,8.02,4.3,1022,87,4,300,0.38,0,45,0,0,0
2019-01-08 03:00:00,9050,7.22,2.37,1022,79,5,290,0,0,48,0,0,0
2019-01-08 04:00:00,9411,6.7,1.85,1022,82,5,280,0,0,91,0,0,0
2019-01-08 05:00:00,10349,6.34,2.19,1021,84,4,270,0,0,93,0,0,0
2019-01-08 06:00:00,11364,6.11,1.98,1021,86,4,270,0,0,78,0,0,0
2019-01-08 07:00:00,11952,6.17,2.08,1021,87,4,270,0,0,87,0,0,0
2019-01-08 08:00:00,11981,6.22,2.11,1021,86,4,280,0,0,80,0,0,0
2019-01-08 09:00:00,11912,6.49,2.3,1021,82,4,280,0,0,41,0,0,0
2019-01-08 10:00:00,12010,6.94,0.57,1021,77,7,300,0,0,74,0,0,0
2019-01-08 11:00:00,11763,7.25,0.94,1021,77,7,310,0,0,56,0,0,0
2019-01-08 12:00:00,11779,7.48,1.31,1021,80,7,310,0.39,0,48,0,0,0
2019-01-08 13:00:00,11804,7.35,0.32,1020,76,8,300,0,0,53,0,0,0
2019-01-08 14:00:00,11672,7.5,0.46,1020,75,8,310,0.36,0,56,0,0,0
2019-01-08 15:00:00,11682,7.08,0.87,1021,81,7,310,0,0,74,0,0,0
2019-01-08 16:00:00,12041,6.51,0.83,1021,79,6,310,0.32,0,99,0,0,0
2019-01-08 17:00:00,12600,6.08,0.45,1021,83,6,310,0,0,57,0,0,0
2019-01-08 18:00:00,12321,5.87,0.14,1021,81,6,310,0,0,44,0,0,0
2019-01-08 19:00:00,11759,5.66,-0.77,1022,82,7,320,0,0,33,0,0,0
2019-01-08 20:00:00,11090,5.32,0.26,1022,83,5,300,0,0,36,0,0,0
2019-01-08 21:00:00,10942,5,0.62,1021,84,4,300,0,0,44,0,0,0
2019-01-08 22:00:00,10922,5,-0.11,1021,83,5,300,0,0,34,0,0,0
2019-01-08 23:00:00,10411,4.83,-0.4,1021,80,5,310,0,0,55,0,0,0
2019-01-09 00:00:00,9864,4.67,0.15,1021,81,4,300,0,0,55,0,0,0
2019-01-09 01:00:00,9584,4.24,-0.35,1020,81,4,300,0,0,92,0,0,0
2019-01-09 02:00:00,9245,3.78,0,1020,88,3,310,0.14,0,96,0,0,0
2019-01-09 03:00:00,9150,3.99,-1.21,1020,86,5,310,0.26,0,70,0,0,0
2019-01-09 04:00:00,9651,3.82,-0.68,1020,87,4,320,0.2,0,60,0,0,0
2019-01-09 05:00:00,10499,3.7,-0.84,1020,86,4,330,0.27,0,42,0,0,0
2019-01-09 06:00:00,11725,3.46,0.41,1020,91,2,320,0.11,0,44,0,0,0
2019-01-09 07:00:00,12076,3.43,-0.33,1020,91,3,320,0,0,41,0,0,0
2019-01-09 08:00:00,12347,3.66,-0.76,1021,91,4,330,0,0,83,0,0,0
2019-01-09 09:00:00,12591,3.82,-2.05,1021,88,6,340,0,0,67,0,0,0
2019-01-09 10:00:00,12470,4.13,-0.34,1022,86,4,330,0,0,77,0,0,0
2019-01-09 11:00:00,12316,4.8,0.3,1022,81,4,330,0,0,54,0,0,0
2019-01-09 12:00:00,11988,5.63,1.2,1022,79,4,330,0,0,73,0,0,0
2019-01-09 13:00:00,11494,6.07,1.59,1021,75,4,330,0,0,47,0,0,0
2019-01-09 14:00:00,11725,6.16,0.9,1022,72,5,340,0,0,24,0,0,0
2019-01-09 15:00:00,11559,6.05,-0.11,1022,66,6,360,0,0,30,0,0,0
2019-01-09 16:00:00,12204,5.34,-0.22,1022,66,5,350,0,0,14,0,0,0
2019-01-09 17:00:00,13040,4.56,-1.1,1023,66,5,360,0,0,35,0,0,0
2019-01-09 18:00:00,12557,4.01,-1.02,1023,66,4,360,0,0,50,0,0,0
2019-01-09 19:00:00,12035,3.61,-2.17,1024,66,5,360,0,0,38,0,0,0
2019-01-09 20:00:00,11525,3.26,-2.51,1024,68,5,360,0,0,90,0,0,0
2019-01-09 21:00:00,11183,3.11,-1.93,1025,70,4,360,0,0,98,0,0,0
2019-01-09 22:00:00,11401,2.74,-2.32,1025,71,4,360,0,0,99,0,0,0
2019-01-09 23:00:00,10768,2.51,-3.25,1025,72,5,360,0,0,96,0,0,0
2019-01-10 00:00:00,10446,2.22,-2.83,1025,74,4,360,0,0,86,0,0,0
2019-01-10 01:00:00,10072,1.92,-3.12,1025,76,4,360,0,0,89,0,0,0
2019-01-10 02:00:00,9634,1.66,-3.41,1026,76,4,360,0,0,96,0,0,0
2019-01-10 03:00:00,9695,1.38,-3.71,1026,77,4,10,0,0,78,0,0,0
2019-01-10 04:00:00,9951,0.92,-3.5,1026,78,3,360,0,0,70,0,0,0
2019-01-10 05:00:00,10816,0.66,-3.75,1026,80,3,10,0,0,94,0,0,0
2019-01-10 06:00:00,12042,0.98,-3.41,1027,79,3,360,0,0,100,0,0,0
2019-01-10 07:00:00,12689,0.77,-2.95,1027,79,2,350,0,0,100,0,0,0
2019-01-10 08:00:00,12776,1.26,-3.12,1027,78,3,360,0,0,100,0,0,0
2019-01-10 09:00:00,12732,1.6,-2.08,1028,76,2,360,0,0,100,0,0,0
2019-01-10 10:00:00,12939,2.07,-1.51,1028,78,2,340,0,0,100,0,0,0
2019-01-10 11:00:00,12668,2.71,-0.85,1028,75,2,0,0,0,100,0,0,0
2019-01-10 12:00:00,12650,3.39,-0.21,1028,70,2,60,0,0,97,0,0,0
2019-01-10 13:00:00,12595,4.04,0.44,1027,67,2,20,0,0,100,0,0,0
2019-01-10 14:00:00,12608,4.3,0.63,1027,63,2,40,0,0,98,0,0,0
2019-01-10 15:00:00,12556,4.23,1.25,1028,63,1,350,0,0,98,0,0,0
2019-01-10 16:00:00,12929,3.81,-0.65,1028,62,3,10,0,0,95,0,0,0
2019-01-10 17:00:00,13329,3.48,-0.14,1027,69,2,360,0,0,98,0,0,0
2019-01-10 18:00:00,12938,3.17,0.29,1028,72,1,30,0,0,98,0,0,0
2019-01-10 19:00:00,12415,2.87,-0.06,1028,75,1.13,302,0,0,99,0,0,0
2019-01-10 20:00:00,11772,2.64,-0.14,1028,79,1,220,0,0,100,0,0,0
2019-01-10 21:00:00,11404,2.38,-0.34,1028,83,1,230,0,0,98,0,0,0
2019-01-10 22:00:00,11702,2.33,-1.07,1027,84,2,220,0,0,100,0,0,0
2019-01-10 23:00:00,10979,2.31,-1.79,1027,84,3,220,0.11,0,100,0,0,0
2019-01-11 00:00:00,10530,2.21,-1.79,1027,89,3,220,0.16,0,100,0,0,0
2019-01-11 01:00:00,10113,2.28,-2.31,1027,93,4,220,0.22,0,100,0,0,0
2019-01-11 02:00:00,9911,2.36,-0.77,1027,95,2,230,0.27,0,100,0,0,0
2019-01-11 03:00:00,9782,2.49,-0.6,1026,96,2,240,0.37,0,100,0,0,0
2019-01-11 04:00:00,9869,2.79,-0.22,1025,97,2,240,0.37,0,100,0,0,0
2019-01-11 05:00:00,11001,3.13,0.2,1025,98,2,240,0.45,0,100,0,0,0
2019-01-11 06:00:00,12067,3.4,0.57,1025,100,2,250,0.28,0,100,0,0,0
2019-01-11 07:00:00,12596,3.82,1.07,1025,100,2,240,0,0,100,0,0,0
2019-01-11 08:00:00,12818,4.38,1.73,1026,100,2,250,0.39,0,100,0,0,0
2019-01-11 09:00:00,12670,5.05,2.54,1026,100,2,230,0.33,0,99,0,0,0
2019-01-11 10:00:00,12706,5.91,4.27,1026,100,1,280,0,0,100,0,0,0
2019-01-11 11:00:00,12505,6.89,4.77,1026,100,2,280,0,0,100,0,0,0
2019-01-11 12:00:00,12538,7.61,5.65,1026,100,2,280,0.14,0,100,0,0,0
2019-01-11 13:00:00,12080,7.64,4.99,1025,100,3,310,0.37,0,100,0,0,0
2019-01-11 14:00:00,11876,7.66,4.28,1025,99,4,330,0.12,0,98,0,0,0
2019-01-11 15:00:00,11960,7.52,4.81,1026,99,3,330,0,0,100,0,0,0
2019-01-11 16:00:00,12253,7.19,3.6,1026,96,4,310,0,0,98,0,0,0
2019-01-11 17:00:00,12532,6.92,2.51,1026,94,5,320,0,0,95,0,0,0
2019-01-11 18:00:00,12277,6.85,3.12,1026,94,4,320,0,0,96,0,0,0
2019-01-11 19:00:00,11537,6.8,3.09,1027,95,4,310,0,0,91,0,0,0
2019-01-11 20:00:00,10995,6.52,3.58,1027,99,3,310,0,0,84,0,0,0
2019-01-11 21:00:00,10894,6.38,4.11,1027,99,2,300,0,0,77,0,0,0
2019-01-11 22:00:00,11205,6.27,3.98,1027,99,2,290,0,0,83,0,0,0
2019-01-11 23:00:00,10610,6.06,2.96,1027,97,3,290,0,0,86,0,0,0
2019-01-12 00:00:00,10097,5.97,2.73,1027,93,3,280,0,0,85,0,0,0
2019-01-12 01:00:00,9512,6.02,2.79,1026,93,3,280,0,0,95,0,0,0
2019-01-12 02:00:00,9365,5.85,3.32,1026,94,2,260,0,0,81,0,0,0
2019-01-12 03:00:00,8997,5.81,3.3,1025,95,2,240,0,0,97,0,0,0
2019-01-12 04:00:00,8875,5.72,2.49,1025,95,3,240,0,0,100,0,0,0
2019-01-12 05:00:00,9146,5.85,1.98,1025,96,4,260,0,0,89,0,0,0
2019-01-12 06:00:00,9476,5.68,1.71,1024,94,4,250,0,0,80,0,0,0
2019-01-12 07:00:00,10013,5.59,2.22,1024,91,3,250,0,0,83,0,0,0
2019-01-12 08:00:00,10395,5.65,2.17,1023,87,3,230,0,0,72,0,0,0
2019-01-12 09:00:00,10838,6.05,1.91,1023,86,4,240,0,0,100,0,0,0
2019-01-12 10:00:00,10936,6.62,2.52,1022,84,4,240,0,0,98,0,0,0
2019-01-12 11:00:00,11245,6.91,2.17,1021,84,5,250,0,0,98,0,0,0
2019-01-12 12:00:00,11017,6.79,2.15,1020,88,5,250,0,0,100,0,0,0
2019-01-12 13:00:00,10711,6.96,3.26,1019,94,4,240,0,0,100,0,0,0
2019-01-12 14:00:00,10716,7.32,3.09,1018,97,5,250,0.35,0,100,0,0,0
2019-01-12 15:00:00,10628,7.83,3.79,1017,99,5,250,0.45,0,100,0,0,0
2019-01-12 16:00:00,10810,7.91,3.89,1017,99,5,270,0.35,0,100,0,0,0
2019-01-12 17:00:00,11075,7.89,4.53,1017,98,4,280,0.4,0,99,0,0,0
2019-01-12 18:00:00,10773,7.78,4.36,1017,97,4,280,0,0,99,0,0,0
2019-01-12 19:00:00,10261,7.81,4.4,1017,97,4,280,0.19,0,100,0,0,0
2019-01-12 20:00:00,9934,7.86,3.65,1016,94,5,270,0,0,100,0,0,0
2019-01-12 21:00:00,9850,7.8,4.21,1016,92,4,270,0,0,100,0,0,0
2019-01-12 22:00:00,10187,7.84,4.89,1016,90,3,270,0,0,100,0,0,0
2019-01-12 23:00:00,9690,7.75,4.11,1015,91,4,270,0,0,100,0,0,0
2019-01-13 00:00:00,9176,7.32,3.73,1015,95,4,250,0,0,100,0,0,0
2019-01-13 01:00:00,8864,7.21,3.03,1015,99,5,250,0.4,0,100,0,0,0
2019-01-13 02:00:00,8495,7.44,4.04,1014,100,4,250,0.54,0,100,0,0,0
2019-01-13 03:00:00,8288,7.59,4.23,1014,100,4,260,0.39,0,100,0,0,0
2019-01-13 04:00:00,8365,7.93,4.65,1013,100,4,260,0.29,0,100,0,0,0
2019-01-13 05:00:00,8411,8.24,4.33,1012,100,5,270,0,0,100,0,0,0
2019-01-13 06:00:00,8396,8.42,5.26,1011,100,4,260,0,0,100,0,0,0
2019-01-13 07:00:00,8877,8.57,4.74,1011,100,5,260,0,0,100,0,0,0
2019-01-13 08:00:00,9333,8.73,5.61,1011,99,4,260,0,0,100,0,0,0
2019-01-13 09:00:00,9874,9,5.13,1011,96,5,260,0,0,100,0,0,0
2019-01-13 10:00:00,10049,9.26,5.34,1010,93,5,260,0,0,100,0,0,0
2019-01-13 11:00:00,10509,9.42,5.42,1010,90,5,260,0,0,100,0,0,0
2019-01-13 12:00:00,10595,9.35,5.41,1009,92,5,260,0,0,100,0,0,0
2019-01-13 13:00:00,10307,9.29,4.79,1008,96,6,260,0,0,100,0,0,0
2019-01-13 14:00:00,10081,9.32,4.87,1007,97,6,260,0,0,100,0,0,0
2019-01-13 15:00:00,10076,9.28,4.63,1007,92,6,270,0,0,100,0,0,0
